"gene_id","gene_version","gene_name","gene_biotype","gene_source","location","chromosome","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000052344",16,"PRSS8","protein_coding","ensembl_havana","chr16:31131433-31135727:-","16",0.472294510677914,9.99012253116789,2.87154229065876,0.0371245319032243,0.779349805035616,-4.2085494908396
"ENSG00000115524",17,"SF3B1","protein_coding","ensembl_havana","chr2:197388515-197435079:-","2",-0.861236234055022,7.90174695418939,-4.81588305144962,0.00552455828207993,0.779349805035616,-4.21054351545247
"ENSG00000170421",12,"KRT8","protein_coding","ensembl_havana","chr12:52897187-52949954:-","12",0.364319048747466,12.3793941480486,2.19288077416375,0.0827232890465871,0.779349805035616,-4.21662013571748
"ENSG00000168385",18,"SEPTIN2","protein_coding","ensembl_havana","chr2:241315100-241354027:+","2",-0.656215978323904,8.22459521386511,-4.04976811881334,0.0109453727864142,0.779349805035616,-4.21943578643675
"ENSG00000196588",19,"MRTFA","protein_coding","ensembl_havana","chr22:40410281-40636719:-","22",1.09605835207017,7.65318673763147,5.72956545791392,0.00268801429746203,0.779349805035616,-4.21951792079603
"ENSG00000156587",16,"UBE2L6","protein_coding","ensembl_havana","chr11:57551656-57568284:-","11",1.30031095634235,7.90234806212246,4.4056600769563,0.00788830462284614,0.779349805035616,-4.22309530155406
"ENSG00000178741",12,"COX5A","protein_coding","ensembl_havana","chr15:74919791-74938083:-","15",0.657056349940428,8.10955177188999,4.12330146969695,0.0102140583057916,0.779349805035616,-4.22382580978369
"ENSG00000105388",16,"CEACAM5","protein_coding","ensembl_havana","chr19:41708585-41730433:+","19",-0.527798408388222,8.71421024101264,-3.48406113571795,0.0191452106433608,0.779349805035616,-4.22530800559727
"ENSG00000101940",18,"WDR13","protein_coding","ensembl_havana","chrX:48590042-48608869:+","X",0.720817464877,7.99517083468144,4.15428651764733,0.00992305036806305,0.779349805035616,-4.22879146743903
"ENSG00000166396",13,"SERPINB7","protein_coding","ensembl_havana","chr18:63752935-63805376:+","18",-0.444290918109122,9.7469402234031,-2.7714529836144,0.0416033265837188,0.779349805035616,-4.23343918024091
"ENSG00000110492",15,"MDK","protein_coding","ensembl_havana","chr11:46380756-46383837:+","11",0.446466488238684,8.89394749229575,3.16702527129637,0.0267705538590403,0.779349805035616,-4.23914239088352
"ENSG00000127022",15,"CANX","protein_coding","ensembl_havana","chr5:179678628-179731641:+","5",-0.651016275068512,9.26383918776939,-2.95414131948743,0.0338341331117659,0.779349805035616,-4.2397028738606
"ENSG00000100075",10,"SLC25A1","protein_coding","ensembl_havana","chr22:19175581-19178739:-","22",0.669477008308269,7.88259547612771,4.17156403908828,0.00976498190312527,0.779349805035616,-4.24102870056785
"ENSG00000130402",12,"ACTN4","protein_coding","ensembl_havana","chr19:38647649-38731589:+","19",0.725353496924455,8.64121068029994,3.36754618548793,0.0216151225696817,0.779349805035616,-4.2411611147567
"ENSG00000007306",15,"CEACAM7","protein_coding","ensembl_havana","chr19:41673303-41706976:-","19",-0.248366663259135,11.6822817979145,-2.21715165375885,0.0803004953192616,0.779349805035616,-4.24290168037538
"ENSG00000104388",15,"RAB2A","protein_coding","ensembl_havana","chr8:60516936-60623644:+","8",-0.60404357190515,8.15080182332628,-3.7052260610924,0.0152963720409579,0.779349805035616,-4.25105695731681
"ENSG00000149131",16,"SERPING1","protein_coding","ensembl_havana","chr11:57597387-57614848:+","11",0.426368945488784,9.68694462579111,2.65663293661699,0.0475013744007051,0.779349805035616,-4.25759299961533
"ENSG00000198886",2,"MT-ND4","protein_coding","insdc","chrM:10760-12137:+","M",0.489897540259775,11.9702086442216,2.106336759561,0.0920218288405012,0.779349805035616,-4.25853423895713
"ENSG00000047457",14,"CP","protein_coding","ensembl_havana","chr3:149162410-149221829:-","3",-0.607782264267383,8.259885997569,-3.35472219459535,0.0219086264833123,0.779349805035616,-4.26037085934893
"ENSG00000189143",9,"CLDN4","protein_coding","ensembl_havana","chr7:73799542-73832693:+","7",0.359913818801586,10.5963345288439,2.35377209104286,0.0680183171905537,0.779349805035616,-4.26661055555136
"ENSG00000135940",7,"COX5B","protein_coding","ensembl_havana","chr2:97646062-97648383:+","2",0.47963467116067,8.63948964056756,3.05242993018364,0.0303395198737738,0.779349805035616,-4.26766196155174
"ENSG00000162909",18,"CAPN2","protein_coding","ensembl_havana","chr1:223701593-223776018:+","1",-0.430869698941007,9.42616602254835,-2.70449343624947,0.0449365053755594,0.779349805035616,-4.26861618778222
"ENSG00000023191",17,"RNH1","protein_coding","ensembl_havana","chr11:494512-507300:-","11",0.584538012590568,8.31323703146913,3.3106516643866,0.0229525943259181,0.779349805035616,-4.27039611526905
"ENSG00000100664",11,"EIF5","protein_coding","ensembl_havana","chr14:103333544-103345025:+","14",0.553638777298609,8.91908465371486,2.90820410262219,0.0356215682109858,0.779349805035616,-4.27095208284923
"ENSG00000115386",6,"REG1A","protein_coding","ensembl_havana","chr2:79120362-79123409:+","2",-0.377073663951922,10.2112436774887,-2.39662320496205,0.0645992013561596,0.779349805035616,-4.27521938888777
"ENSG00000166734",20,"CASC4","protein_coding","ensembl_havana","chr15:44288719-44415758:+","15",-0.516882650880685,8.21410726882693,-3.32996716963532,0.0224881893112801,0.779349805035616,-4.27562267491939
"ENSG00000100348",10,"TXN2","protein_coding","ensembl_havana","chr22:36467046-36481640:-","22",0.720086783280225,7.83093468121213,3.65297692543462,0.0161181994901375,0.779349805035616,-4.27779122887075
"ENSG00000117448",13,"AKR1A1","protein_coding","ensembl_havana","chr1:45550543-45570049:+","1",0.62491594645613,8.38205649751106,3.08204285427515,0.0293680946178432,0.779349805035616,-4.28228815887988
"ENSG00000197448",14,"GSTK1","protein_coding","ensembl_havana","chr7:143244093-143270854:+","7",0.82305417270544,7.41027198976528,4.22795539012721,0.0092691242263384,0.779349805035616,-4.28528497547978
"ENSG00000100600",15,"LGMN","protein_coding","ensembl_havana","chr14:92703807-92748679:-","14",0.897165090145347,7.50148227402088,3.88438616301956,0.0128243604578135,0.779349805035616,-4.28550613231256
"ENSG00000124783",14,"SSR1","protein_coding","ensembl_havana","chr6:7268306-7347446:-","6",-0.786605540429476,8.0380868920479,-3.3976306604105,0.0209440742492174,0.779349805035616,-4.28590327477927
"ENSG00000137312",15,"FLOT1","protein_coding","ensembl_havana","chr6:30727709-30742732:-","6",0.685069008163064,7.49515227492076,3.91625900348485,0.0124347781361584,0.779349805035616,-4.28629754814085
"ENSG00000005486",17,"RHBDD2","protein_coding","ensembl_havana","chr7:75842602-75888926:+","7",0.6102893774094,7.92494329386528,3.42404794324,0.0203744489110786,0.779349805035616,-4.2880199608762
"ENSG00000007062",11,"PROM1","protein_coding","ensembl_havana","chr4:15963076-16084378:-","4",-0.73130795025507,7.69181463343188,-3.70452795880923,0.0153070288233931,0.779349805035616,-4.28862572721958
"ENSG00000005483",21,"KMT2E","protein_coding","ensembl_havana","chr7:105014190-105115019:+","7",-0.943408477841525,7.5789543540175,-3.82729138941567,0.0135581786758595,0.779349805035616,-4.2944055415786
"ENSG00000126709",15,"IFI6","protein_coding","ensembl_havana","chr1:27666064-27672198:-","1",3.53761539048323,7.16106991281307,4.25990507328492,0.00900124195707778,0.779349805035616,-4.29461851386379
"ENSG00000230989",7,"HSBP1","protein_coding","ensembl_havana","chr16:83807978-83819737:+","16",0.428252975727042,8.65940994221256,2.80851163582353,0.0398779799521646,0.779349805035616,-4.29587014566264
"ENSG00000122218",16,"COPA","protein_coding","ensembl_havana","chr1:160288594-160343273:-","1",-0.639208745901581,8.03195612589301,-3.23984476617269,0.0247512113690691,0.779349805035616,-4.29728745249408
"ENSG00000188554",14,"NBR1","protein_coding","ensembl_havana","chr17:43170481-43211689:+","17",-1.09635310217641,7.40307916504017,-4.19080670314502,0.00959237833745402,0.779349805035616,-4.29865981914143
"ENSG00000091317",8,"CMTM6","protein_coding","ensembl_havana","chr3:32481312-32502852:-","3",-0.386444467390025,8.87032166812885,-2.69153843099338,0.0456152095361817,0.779349805035616,-4.29935051994841
"ENSG00000111057",11,"KRT18","protein_coding","ensembl_havana","chr12:52948871-52952906:+","12",0.327915676774592,10.541380734087,2.20252865941637,0.0817509125973596,0.779349805035616,-4.30079032948388
"ENSG00000178980",15,"SELENOW","protein_coding","ensembl_havana","chr19:47778585-47784686:+","19",0.431316874983208,8.36833382659934,2.88120391139529,0.0367216453393788,0.779349805035616,-4.3029063755909
"ENSG00000108946",15,"PRKAR1A","protein_coding","ensembl_havana","chr17:68511780-68551319:+","17",-0.65665924131416,7.443470784961,-3.66428363390632,0.0159361201134605,0.779349805035616,-4.30368747644874
"ENSG00000148672",9,"GLUD1","protein_coding","ensembl_havana","chr10:87050202-87094843:-","10",-0.868792918762051,7.40473652344302,-3.73060280953781,0.0149147431242304,0.779349805035616,-4.30435990686157
"ENSG00000121858",11,"TNFSF10","protein_coding","ensembl_havana","chr3:172505508-172523475:-","3",0.743205246216718,9.18792517819903,2.48594779924708,0.0580609321780536,0.779349805035616,-4.30630974654863
"ENSG00000111371",16,"SLC38A1","protein_coding","ensembl_havana","chr12:46183063-46270017:-","12",-0.826214623045841,7.08888444337841,-4.28915997569363,0.00876385206814103,0.779349805035616,-4.30914956793691
"ENSG00000135046",14,"ANXA1","protein_coding","ensembl_havana","chr9:73151865-73170393:+","9",-0.346500898272485,9.38768062115824,-2.39587246651402,0.0646574620640219,0.779349805035616,-4.31060211146571
"ENSG00000116044",16,"NFE2L2","protein_coding","ensembl_havana","chr2:177227595-177392697:-","2",-0.51249065337702,8.2104093261854,-2.93291834027397,0.0346470540448351,0.779349805035616,-4.31062772241695
"ENSG00000111275",13,"ALDH2","protein_coding","ensembl_havana","chr12:111766887-111817532:+","12",0.522972005536352,7.84078093319887,3.18709852534745,0.0261957737703237,0.779349805035616,-4.3106517993833
"ENSG00000070831",17,"CDC42","protein_coding","ensembl_havana","chr1:22025511-22101360:+","1",0.536250492556914,8.23255913851519,2.90190490017396,0.0358748635734453,0.779349805035616,-4.31164442755546
"ENSG00000163466",16,"ARPC2","protein_coding","ensembl_havana","chr2:218217141-218254356:+","2",0.391495154018022,8.7247746323707,2.62821403893981,0.0491011504631784,0.779349805035616,-4.31435266320285
"ENSG00000240065",8,"PSMB9","protein_coding","ensembl_havana","chr6:32844136-32859851:+","6",1.30100508646248,7.04473981054614,3.97881766005955,0.0117093587616952,0.779349805035616,-4.31619775249566
"ENSG00000162366",8,"PDZK1IP1","protein_coding","ensembl_havana","chr1:47183582-47191044:-","1",0.463836078749759,10.2650422682692,2.19908097660643,0.0820969728343687,0.779349805035616,-4.31757320515661
"ENSG00000155096",14,"AZIN1","protein_coding","ensembl_havana","chr8:102826308-102893864:-","8",-0.855755193635772,6.99004253634546,-4.19770167586355,0.00953139920924393,0.779349805035616,-4.31789445480171
"ENSG00000175203",15,"DCTN2","protein_coding","ensembl_havana","chr12:57530102-57547331:-","12",0.574855955914881,7.93923563287981,3.05305904929121,0.0303185074352714,0.779349805035616,-4.31842895837491
"ENSG00000140612",14,"SEC11A","protein_coding","ensembl_havana","chr15:84669538-84716460:-","15",0.549117592403653,7.57430992755204,3.29001853813521,0.0234608277193814,0.779349805035616,-4.32040092068639
"ENSG00000182149",21,"IST1","protein_coding","ensembl_havana","chr16:71845996-71931199:+","16",-0.516056038780524,8.3701574190984,-2.7213609093276,0.0440696358708193,0.779349805035616,-4.32247209235376
"ENSG00000068079",8,"IFI35","protein_coding","ensembl_havana","chr17:43006740-43014456:+","17",2.01650262672382,6.50610606996832,5.43901111182651,0.00334613854024417,0.779349805035616,-4.32346968921931
"ENSG00000146859",6,"TMEM140","protein_coding","ensembl_havana","chr7:135148072-135166215:+","7",0.815865485713655,7.27993944363681,3.4076619305715,0.0207256508823362,0.779349805035616,-4.32411487217879
"ENSG00000008018",9,"PSMB1","protein_coding","ensembl_havana","chr6:170535120-170553307:-","6",0.406368777089069,8.74117178170043,2.5455779289342,0.0541025601228754,0.779349805035616,-4.32470763939308
"ENSG00000175416",15,"CLTB","protein_coding","ensembl_havana","chr5:176392455-176416569:-","5",0.597758446148295,7.9694265438446,2.90316946004531,0.0358238525589462,0.779349805035616,-4.32523732350437
"ENSG00000189159",16,"JPT1","protein_coding","ensembl_havana","chr17:75135248-75168281:-","17",0.499276112871903,7.8104915730341,3.00146738173862,0.0320977005871433,0.779349805035616,-4.3257493578559
"ENSG00000198712",1,"MT-CO2","protein_coding","insdc","chrM:7586-8269:+","M",0.524287509703816,11.389572384416,1.96017093191148,0.110345511626389,0.779349805035616,-4.3268762266345
"ENSG00000120306",11,"CYSTM1","protein_coding","ensembl_havana","chr5:140175156-140282052:+","5",0.327583681752258,9.95705297025838,2.20346123370342,0.0816575757182073,0.779349805035616,-4.32723223242318
"ENSG00000243753",5,"HLA-L","transcribed_unprocessed_pseudogene","ensembl_havana","chr6:30259584-30293014:+","6",0.732232529776147,6.93638828375636,3.98174787052827,0.011676604188827,0.779349805035616,-4.32900470253405
"ENSG00000197632",9,"SERPINB2","protein_coding","ensembl_havana","chr18:63871692-63903888:+","18",-1.70019851164019,6.41377899355706,-7.50020147960841,0.000835764135055929,0.779349805035616,-4.32934665812614
"ENSG00000142507",10,"PSMB6","protein_coding","ensembl_havana","chr17:4796144-4798502:+","17",0.487670270401517,7.90178388950566,2.92656507596497,0.0348946724477064,0.779349805035616,-4.32981649318613
"ENSG00000034677",13,"RNF19A","protein_coding","ensembl_havana","chr8:100257060-100336218:-","8",-0.63508811988867,8.36255574927028,-2.71885571902103,0.0441971978322217,0.779349805035616,-4.33114136937731
"ENSG00000145730",20,"PAM","protein_coding","ensembl_havana","chr5:102753981-103031105:+","5",-0.761685554773292,7.66723045909346,-3.03585984696078,0.0308989373150166,0.779349805035616,-4.33144507949535
"ENSG00000044574",8,"HSPA5","protein_coding","ensembl_havana","chr9:125234853-125241343:-","9",0.271108814719738,10.0134916360905,2.16134121268621,0.0859897702429134,0.779349805035616,-4.33211236302063
"ENSG00000125148",7,"MT2A","protein_coding","ensembl_havana","chr16:56608584-56609497:+","16",1.12735969406454,7.48151880331173,3.11909546917653,0.0282019015092567,0.779349805035616,-4.33326949492069
"ENSG00000167004",13,"PDIA3","protein_coding","ensembl_havana","chr15:43746410-43773278:+","15",0.371489487829029,8.64103093822755,2.51273338650194,0.0562446917684431,0.779349805035616,-4.33351183580038
"ENSG00000140990",15,"NDUFB10","protein_coding","ensembl_havana","chr16:1959538-1961975:+","16",0.750966722657551,7.51711287848918,3.2400842875925,0.0247448619440237,0.779349805035616,-4.33477801447757
"ENSG00000117298",16,"ECE1","protein_coding","ensembl_havana","chr1:21217247-21345572:-","1",1.221480558838,7.06777611803314,3.74503930568248,0.0147025538736344,0.779349805035616,-4.33657534316986
"ENSG00000108639",7,"SYNGR2","protein_coding","ensembl_havana","chr17:78168558-78173527:+","17",0.43634485492584,9.95180932519187,2.1681364176971,0.0852744793254734,0.779349805035616,-4.33685150647189
"ENSG00000100665",12,"SERPINA4","protein_coding","ensembl_havana","chr14:94561442-94569913:+","14",0.68228784928956,8.06838252081777,2.74101045763898,0.0430832263818455,0.779349805035616,-4.33805359299109
"ENSG00000162298",18,"SYVN1","protein_coding","ensembl_havana","chr11:65121780-65134533:-","11",1.15074204975173,7.13101377149382,3.54646813555678,0.0179563880861031,0.779349805035616,-4.33864674522821
"ENSG00000160710",17,"ADAR","protein_coding","ensembl_havana","chr1:154582057-154628013:-","1",1.26085437155773,7.10695933377045,3.62938753245245,0.0165058565421898,0.779349805035616,-4.33916936735314
"ENSG00000086061",16,"DNAJA1","protein_coding","ensembl_havana","chr9:33025273-33039907:+","9",0.623895638545201,8.25317427488115,2.62557478383471,0.0492527307372313,0.779349805035616,-4.33923281040323
"ENSG00000204632",11,"HLA-G","protein_coding","ensembl_havana","chr6:29826967-29831125:+","6",0.774369404539761,6.77868430662003,4.00111682982542,0.0114627516614703,0.779349805035616,-4.33994440027432
"ENSG00000177606",7,"JUN","protein_coding","ensembl_havana","chr1:58780791-58784047:-","1",0.948442539859499,7.3314343272116,3.26157125847497,0.0241827521018579,0.779349805035616,-4.34019035932382
"ENSG00000150459",12,"SAP18","protein_coding","ensembl_havana","chr13:21140514-21149084:+","13",0.430254967941438,8.41377704772832,2.55516710643463,0.0534942521213087,0.779349805035616,-4.3407530056322
"ENSG00000205937",12,"RNPS1","protein_coding","ensembl_havana","chr16:2253116-2268397:-","16",0.455545311073086,7.97910153592069,2.7567254626159,0.0423120585020646,0.779349805035616,-4.34171099363121
"ENSG00000116521",11,"SCAMP3","protein_coding","ensembl_havana","chr1:155255979-155262430:-","1",0.493385812542668,7.74100661885749,2.93460687713597,0.0345815767688825,0.779349805035616,-4.3423762257593
"ENSG00000105856",14,"HBP1","protein_coding","ensembl_havana","chr7:107168961-107202522:+","7",-1.06376811032194,6.66112967710955,-4.38111870027033,0.00806390694579326,0.779349805035616,-4.34279405518604
"ENSG00000130303",13,"BST2","protein_coding","ensembl_havana","chr19:17402939-17405630:-","19",2.56838011770728,6.89362911489646,3.88153804743942,0.012859856937393,0.779349805035616,-4.34472020969015
"ENSG00000166295",9,"ANAPC16","protein_coding","ensembl_havana","chr10:72216000-72235860:+","10",0.506099927929401,7.86781188975127,2.76550154747125,0.0418881170317163,0.779349805035616,-4.34607935895794
"ENSG00000133835",17,"HSD17B4","protein_coding","ensembl_havana","chr5:119452473-119637199:+","5",-1.03017155006689,7.08796689224095,-3.55335604183289,0.0178304567434331,0.779349805035616,-4.34821778399377
"ENSG00000140279",13,"DUOX2","protein_coding","ensembl_havana","chr15:45092650-45114172:-","15",-0.246095504838931,10.7706284955596,-1.96861808112488,0.109188024910566,0.779349805035616,-4.34867401581919
"ENSG00000120725",13,"SIL1","protein_coding","ensembl_havana","chr5:138946724-139293557:-","5",0.749605952859755,6.96292822473487,3.65760829044328,0.0160433288566119,0.779349805035616,-4.34867477789118
"ENSG00000184840",12,"TMED9","protein_coding","ensembl_havana","chr5:177592203-177597242:+","5",0.641572700262889,8.06326608501481,2.67937808506015,0.0462626828319046,0.779349805035616,-4.34872250441553
"ENSG00000092010",15,"PSME1","protein_coding","ensembl_havana","chr14:24136163-24138967:+","14",0.373978059810593,8.65161240879232,2.39060609831947,0.0650677743138868,0.779349805035616,-4.34943893113073
"ENSG00000178467",18,"P4HTM","protein_coding","ensembl_havana","chr3:48989889-49007153:+","3",0.813546783839371,7.39043072369328,3.17302981606519,0.0265971286214776,0.779349805035616,-4.3495771885353
"ENSG00000118363",12,"SPCS2","protein_coding","ensembl_havana","chr11:74949247-74979033:+","11",0.627671349587053,7.09511680044028,3.44176300833937,0.0200024142904003,0.779349805035616,-4.35066148628976
"ENSG00000166145",14,"SPINT1","protein_coding","ensembl_havana","chr15:40844018-40858207:+","15",0.335533232517281,9.89041485453745,2.11022191487584,0.0915812589679712,0.779349805035616,-4.35086736627801
"ENSG00000160932",11,"LY6E","protein_coding","ensembl_havana","chr8:143017982-143023832:+","8",1.39189977946877,6.085604229011,4.9529363901653,0.0049282755404799,0.779349805035616,-4.35156112897185
"ENSG00000127884",5,"ECHS1","protein_coding","ensembl_havana","chr10:133362485-133373354:-","10",0.599701887531374,7.78781912828148,2.75291932658119,0.0424974083807163,0.779349805035616,-4.35223400852734
"ENSG00000182220",15,"ATP6AP2","protein_coding","ensembl_havana","chrX:40579372-40606848:+","X",-0.367694794659619,8.45282261709484,-2.44637876379937,0.0608630988309584,0.779349805035616,-4.35239288477008
"ENSG00000153071",15,"DAB2","protein_coding","ensembl_havana","chr5:39371675-39462300:-","5",-0.985836619679709,6.66873192761059,-4.1182262608877,0.0102626661208027,0.779349805035616,-4.35273634823859
"ENSG00000163814",8,"CDCP1","protein_coding","ensembl_havana","chr3:45082277-45146422:-","3",0.510058825873017,7.80155114631773,2.68046748030464,0.0462042631287011,0.779349805035616,-4.35284348611591
"ENSG00000153187",20,"HNRNPU","protein_coding","ensembl_havana","chr1:244840638-244864560:-","1",-0.825122478939134,7.67540540445223,-2.89680095103761,0.0360815837762842,0.779349805035616,-4.35298033498859
"ENSG00000117899",11,"MESD","protein_coding","ensembl_havana","chr15:80946289-80989828:-","15",0.787876068606876,7.02875451924159,3.36761600378896,0.0216135369960504,0.779349805035616,-4.35312469730878
"ENSG00000151914",20,"DST","protein_coding","ensembl_havana","chr6:56457987-56954649:-","6",-1.13577716338199,6.55041944993076,-4.54498722573021,0.00697220437300678,0.779349805035616,-4.35320994242363
"ENSG00000013275",8,"PSMC4","protein_coding","ensembl_havana","chr19:39971165-39981764:+","19",0.673578333230972,7.02193733952219,3.36482159562269,0.0216771021126657,0.779349805035616,-4.35388972271932
"ENSG00000107262",25,"BAG1","protein_coding","ensembl_havana","chr9:33247820-33264720:-","9",0.700829326060241,6.9532797875722,3.45215760225744,0.0197877469808784,0.779349805035616,-4.35406357781651
"ENSG00000184292",7,"TACSTD2","protein_coding","ensembl_havana","chr1:58575433-58577252:-","1",0.350222752998296,11.4020142355317,1.8702453993042,0.123494851974945,0.779349805035616,-4.35498602104057
"ENSG00000092199",17,"HNRNPC","protein_coding","ensembl_havana","chr14:21209136-21269494:-","14",-0.34247588305808,9.03881233445518,-2.26616961974144,0.0756375289127457,0.779349805035616,-4.35572510678245
"ENSG00000144802",11,"NFKBIZ","protein_coding","ensembl_havana","chr3:101827991-101861022:+","3",-0.387540972357194,8.36800093818677,-2.43951356682446,0.0613642223595555,0.779349805035616,-4.35624367060868
"ENSG00000128989",10,"ARPP19","protein_coding","ensembl_havana","chr15:52547045-52569883:-","15",-0.508284054568605,7.42561898602997,-2.96560291877802,0.0334040681592786,0.779349805035616,-4.35645210124607
"ENSG00000245532",9,"NEAT1","lncRNA","havana","chr11:65422774-65445540:+","11",-0.897262193765863,8.51576599503155,-2.46826788628564,0.0592950597685278,0.779349805035616,-4.35760162604579
