"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","gene_version","gene_name","gene_biotype","gene_source","location","chromosome"
55.8535961186998,-0.0170406314095125,0.188587109947084,0.496517563266196,0.9851928918684,"ENSG00000228327",3,"AL669831.1","transcribed_unprocessed_pseudogene","havana","chr1:725885-778626:-","1"
14.6701172881837,-0.00815773338806029,0.248572567745879,0.65785018569074,NA,"ENSG00000237491",10,"LINC01409","lncRNA","havana","chr1:778747-810065:+","1"
122.397077697622,0.00564886915157612,0.173092081506478,0.84094761917281,0.998886545738016,"ENSG00000228794",10,"LINC01128","lncRNA","havana","chr1:825138-859446:+","1"
9.42129855015924,-0.0141110464434519,0.255292371397315,0.469621930949331,NA,"ENSG00000225880",5,"LINC00115","lncRNA","havana","chr1:826206-827522:-","1"
11.1129622398553,-0.0704030599559854,0.626447435272256,0.0576817877095996,NA,"ENSG00000288531",1,"AL669831.7","lncRNA","havana_tagene","chr1:860226-868202:+","1"
17.5663771424425,0.0362579062986689,0.371132989082656,0.158045100705605,NA,"ENSG00000223764",2,"LINC02593","lncRNA","havana","chr1:916865-921016:-","1"
55.3830099405724,0.0062887890141879,0.180768224586859,0.79892485601522,0.998886545738016,"ENSG00000187634",12,"SAMD11","protein_coding","ensembl_havana","chr1:923928-944581:+","1"
1285.32303956698,-0.0241531095659209,0.127452315567342,0.59348420631925,0.998886545738016,"ENSG00000188976",11,"NOC2L","protein_coding","ensembl_havana","chr1:944203-959309:-","1"
63.0184635857034,-2.45080130367218,3.64046136226471,0.000308050520100493,0.0599731127097363,"ENSG00000187961",14,"KLHL17","protein_coding","ensembl_havana","chr1:960584-965719:+","1"
108.360162789414,0.0794387345313291,0.435069810828917,0.0410020550647023,0.546290939173193,"ENSG00000187583",11,"PLEKHN1","protein_coding","ensembl_havana","chr1:966482-975865:+","1"
848.306394141848,0.0954261572784105,0.207805861089547,0.0823951615797171,0.679093259329476,"ENSG00000188290",11,"HES4","protein_coding","ensembl_havana","chr1:998962-1000172:-","1"
6167.82424124566,0.423349838221098,1.08878189583956,0.00237879810505335,0.145215790807085,"ENSG00000187608",10,"ISG15","protein_coding","ensembl_havana","chr1:1001138-1014540:+","1"
3781.78214564713,0.16576591007005,0.245179645644763,0.0273633001668059,0.474805814418566,"ENSG00000188157",15,"AGRN","protein_coding","ensembl_havana","chr1:1020120-1056118:+","1"
370.459808502124,-0.002825810764899,0.152407596705939,0.940207516968867,0.998886545738016,"ENSG00000217801",10,"AL390719.1","transcribed_unprocessed_pseudogene","havana","chr1:1059708-1069355:+","1"
8.15458701745803,-0.0283994384068855,0.388466315703026,0.22287927709762,NA,"ENSG00000273443",1,"AL645608.8","lncRNA","havana","chr1:1062208-1063288:-","1"
21.1428883201727,-0.0138388075645793,0.236797006912683,0.482483346403177,NA,"ENSG00000237330",3,"RNF223","protein_coding","ensembl_havana","chr1:1070967-1074306:-","1"
397.215734531473,0.0606254823921,0.184398084522262,0.179789779532956,0.830633493920468,"ENSG00000131591",17,"C1orf159","protein_coding","ensembl_havana","chr1:1081818-1116361:-","1"
16.2071226028918,0.00421147776989075,0.251227681052715,0.814575823019895,NA,"ENSG00000186891",14,"TNFRSF18","protein_coding","ensembl_havana","chr1:1203508-1206592:-","1"
3805.72264840893,-0.00963025113491221,0.104483141664199,0.829254940158463,0.998886545738016,"ENSG00000078808",18,"SDF4","protein_coding","ensembl_havana","chr1:1216908-1232067:-","1"
118.053382670185,0.0252463047075937,0.188958340436531,0.366848831261799,0.941184350340595,"ENSG00000176022",7,"B3GALT6","protein_coding","ensembl_havana","chr1:1232237-1235041:+","1"
856.330323099982,0.00491851524637252,0.145918156159148,0.901749031836772,0.998886545738016,"ENSG00000160087",21,"UBE2J2","protein_coding","ensembl_havana","chr1:1253909-1273864:-","1"
660.695816299415,-0.142656333119685,0.257851895976133,0.028267088706631,0.481537765400187,"ENSG00000131584",19,"ACAP3","protein_coding","ensembl_havana","chr1:1292390-1309609:-","1"
613.994385911649,0.0255748844680919,0.152818651258451,0.534507165252454,0.995703583215394,"ENSG00000169972",12,"PUSL1","protein_coding","ensembl_havana","chr1:1308597-1311677:+","1"
2355.32500073519,-0.00553596065005769,0.132315520238988,0.897027772656824,0.998886545738016,"ENSG00000127054",21,"INTS11","protein_coding","ensembl_havana","chr1:1311585-1324687:-","1"
224.649714388401,0.0309213740175341,0.170328662313835,0.401791335528926,0.949689072813465,"ENSG00000224051",7,"CPTP","protein_coding","ensembl_havana","chr1:1324756-1328896:+","1"
32.6956905393931,-0.053144127921189,0.400608776413454,0.0853998088986727,NA,"ENSG00000107404",20,"DVL1","protein_coding","ensembl_havana","chr1:1335276-1349418:-","1"
33.8038867837995,-0.112167106883087,0.720932854455578,0.0288165328555701,NA,"ENSG00000162576",16,"MXRA8","protein_coding","ensembl_havana","chr1:1352689-1361777:-","1"
4569.91407744994,0.0281417490996432,0.127564819428649,0.539340292635788,0.996182353729448,"ENSG00000175756",13,"AURKAIP1","protein_coding","ensembl_havana","chr1:1373730-1375495:-","1"
1181.43539781855,-0.0166765395649966,0.14164310142703,0.692226603477468,0.998886545738016,"ENSG00000221978",12,"CCNL2","protein_coding","ensembl_havana","chr1:1385711-1399335:-","1"
384.488135144391,-0.00558521682371749,0.162772280589554,0.867428862671296,0.998886545738016,"ENSG00000224870",7,"MRPL20-AS1","lncRNA","havana","chr1:1399520-1402046:+","1"
1523.88321485856,0.0392995216709155,0.137314283888947,0.404688668492789,0.951926342029757,"ENSG00000242485",6,"MRPL20","protein_coding","ensembl_havana","chr1:1401909-1407293:-","1"
483.139541313025,0.153788149254323,0.276697958516163,0.0207033237293487,0.417937519775591,"ENSG00000235098",8,"ANKRD65","protein_coding","ensembl_havana","chr1:1418420-1421769:-","1"
54.4823992872174,0.00800195880287672,0.223559876553803,0.670595599494725,0.998886545738016,"ENSG00000225285",1,"LINC01770","lncRNA","havana","chr1:1430539-1434573:-","1"
489.174362832826,0.000887780503741483,0.156010200733868,0.980458045982592,0.998886545738016,"ENSG00000179403",12,"VWA1","protein_coding","ensembl_havana","chr1:1434861-1442882:+","1"
109.69449430186,-0.0176766440474512,0.177329490122804,0.54286638869573,0.996182353729448,"ENSG00000215915",10,"ATAD3C","protein_coding","ensembl_havana","chr1:1449689-1470163:+","1"
157.501093776829,-0.0201455086830968,0.17406419978144,0.519816469503931,0.98946253295848,"ENSG00000160072",20,"ATAD3B","protein_coding","ensembl_havana","chr1:1471765-1497848:+","1"
12.2265178700261,-0.00348249774478613,0.21068702185133,0.852968457473543,NA,"ENSG00000284740",1,"AL645728.2","transcribed_unprocessed_pseudogene","havana","chr1:1503250-1509452:+","1"
410.316112650009,-0.00720812786446298,0.155040173995646,0.845462215526004,0.998886545738016,"ENSG00000197785",14,"ATAD3A","protein_coding","ensembl_havana","chr1:1512162-1534685:+","1"
6016.36841867792,0.14805050731112,0.193460514321928,0.0411680185367717,0.54664601800594,"ENSG00000160075",12,"SSU72","protein_coding","ensembl_havana","chr1:1541673-1574863:-","1"
11.8852824577849,-0.00319844451429098,0.288489994615182,0.858046755878854,NA,"ENSG00000228594",4,"FNDC10","protein_coding","ensembl_havana","chr1:1598012-1600135:-","1"
9.3014675165217,-0.00647881082090584,0.26655586672901,0.72138080307832,NA,"ENSG00000272106",1,"AL691432.2","lncRNA","havana","chr1:1613758-1615795:-","1"
322.315037441254,-0.0116357871666006,0.167180413466605,0.717791678856554,0.998886545738016,"ENSG00000197530",12,"MIB2","protein_coding","ensembl_havana","chr1:1615415-1630610:+","1"
300.590224069098,0.044020727168688,0.175680727776575,0.2761223717998,0.893301098415396,"ENSG00000248333",8,"CDK11B","protein_coding","ensembl_havana","chr1:1635227-1659012:-","1"
678.716580619823,-0.0444080384618026,0.162269376246493,0.318488686674566,0.922207832817193,"ENSG00000189339",12,"SLC35E2B","protein_coding","ensembl_havana","chr1:1659529-1692795:-","1"
11.2974840371512,-0.00146909473945901,0.221823202734661,0.935544997931069,NA,"ENSG00000269737",2,"AL691432.1","transcribed_processed_pseudogene","havana","chr1:1671990-1674397:+","1"
17.7575777965732,-0.00968285766767796,0.212892619568151,0.622076129005404,NA,"ENSG00000008128",23,"CDK11A","protein_coding","ensembl_havana","chr1:1702379-1724357:-","1"
34.6168330779478,-0.00641703047207589,0.192262843848402,0.763973943762319,0.998886545738016,"ENSG00000268575",1,"AL031282.2","lncRNA","havana","chr1:1702736-1737688:-","1"
373.599472402764,-0.0269190165945351,0.155876311154455,0.507799651516887,0.988967694617783,"ENSG00000215790",7,"SLC35E2A","protein_coding","ensembl_havana","chr1:1724838-1745999:-","1"
181.941835933684,0.0158898869163372,0.176385037142842,0.582226446722889,0.998886545738016,"ENSG00000008130",15,"NADK","protein_coding","ensembl_havana","chr1:1751232-1780457:-","1"
1063.37242196196,-0.0294124847382962,0.14036073444781,0.510369359941204,0.988967694617783,"ENSG00000078369",18,"GNB1","protein_coding","ensembl_havana","chr1:1785285-1891117:-","1"
389.825862009872,0.00149768201642112,0.150592269790115,0.968783242472593,0.998886545738016,"ENSG00000067606",17,"PRKCZ","protein_coding","ensembl_havana","chr1:2050411-2185395:+","1"
414.425529227447,0.0466868771431258,0.171864650516307,0.27501270325465,0.89320365978275,"ENSG00000162585",17,"FAAP20","protein_coding","ensembl_havana","chr1:2184461-2212720:-","1"
101.335995436545,0.0261591391676968,0.184417984146392,0.377253601437989,0.945613484560171,"ENSG00000116151",14,"MORN1","protein_coding","ensembl_havana","chr1:2321253-2391707:-","1"
2475.42007950819,0.0624398115792701,0.138555619063516,0.231973827524811,0.865782181058343,"ENSG00000157916",20,"RER1","protein_coding","ensembl_havana","chr1:2391775-2405442:+","1"
677.918509508424,0.0576134340278502,0.16741961143782,0.230848693191217,0.865614941969103,"ENSG00000157911",11,"PEX10","protein_coding","ensembl_havana","chr1:2403964-2413797:-","1"
25.3460981199152,0.0650046541983902,0.532840890945153,0.0664917327073681,NA,"ENSG00000149527",18,"PLCH2","protein_coding","ensembl_havana","chr1:2425980-2505532:+","1"
261.427932432397,0.00346383553269447,0.164483181375966,0.914984116647657,0.998886545738016,"ENSG00000157881",16,"PANK4","protein_coding","ensembl_havana","chr1:2508537-2526597:-","1"
15.1919514331877,0.00652954821643484,0.208334266769186,0.735728820677922,NA,"ENSG00000238164",6,"TNFRSF14-AS1","lncRNA","havana","chr1:2549920-2557031:-","1"
494.421203901489,0.110163425645591,0.241373912166552,0.0436493826430278,0.56172506963828,"ENSG00000157873",17,"TNFRSF14","protein_coding","ensembl_havana","chr1:2555639-2565382:+","1"
1085.94541686131,0.00171355560377621,0.131775519032612,0.968025453189276,0.998886545738016,"ENSG00000157870",17,"PRXL2B","protein_coding","ensembl_havana","chr1:2586491-2591469:+","1"
153.167383047411,0.0463679484849167,0.195167580574722,0.190965829427513,0.840403083756792,"ENSG00000142606",16,"MMEL1","protein_coding","ensembl_havana","chr1:2590639-2633016:-","1"
289.72178733217,0.0095920384626014,0.154459992958759,0.797935397416319,0.998886545738016,"ENSG00000142611",17,"PRDM16","protein_coding","ensembl_havana","chr1:3069168-3438621:+","1"
10.0084554202663,-0.00982739320832732,0.283617331535696,0.598159728592513,NA,"ENSG00000287828",1,"AL354743.2","lncRNA","havana_tagene","chr1:3313052-3323149:-","1"
529.755231421231,-0.0461094917937705,0.18758194155142,0.218198449550121,0.856848850089574,"ENSG00000130762",15,"ARHGEF16","protein_coding","ensembl_havana","chr1:3454665-3481113:+","1"
177.274718640183,0.00674404299994733,0.167066089378174,0.830118030416821,0.998886545738016,"ENSG00000162591",16,"MEGF6","protein_coding","ensembl_havana","chr1:3487951-3611508:-","1"
80.3422797425106,0.0111120202965725,0.182311866942203,0.658481431205963,0.998886545738016,"ENSG00000158109",15,"TPRG1L","protein_coding","ensembl_havana","chr1:3625015-3630127:+","1"
187.638828093436,-0.0407077475930807,0.183637785079326,0.260787304727257,0.884642594015452,"ENSG00000116213",16,"WRAP73","protein_coding","ensembl_havana","chr1:3630767-3652761:-","1"
150.094210368068,-0.0360319345445958,0.181968706150624,0.298365917234917,0.908659838851791,"ENSG00000227372",12,"TP73-AS1","transcribed_unitary_pseudogene","havana","chr1:3735511-3747373:-","1"
218.45274876821,0.0491400993742276,0.208757466716027,0.148371511669217,0.790790633406689,"ENSG00000235169",9,"SMIM1","protein_coding","ensembl_havana","chr1:3772655-3775982:+","1"
1116.42374778347,0.0277462128090221,0.136913338173041,0.536045107344778,0.99583799512329,"ENSG00000130764",10,"LRRC47","protein_coding","ensembl_havana","chr1:3778559-3796498:-","1"
703.648931541049,-0.0232329902787412,0.161159314332791,0.538916032650134,0.996182353729448,"ENSG00000116198",13,"CEP104","protein_coding","ensembl_havana","chr1:3812086-3857214:-","1"
21.2554772567446,-0.0139598727255948,0.253782691086874,0.473878194102268,NA,"ENSG00000169598",16,"DFFB","protein_coding","ensembl_havana","chr1:3857267-3885429:+","1"
120.661289373215,-0.0155453786206671,0.176693391772958,0.587318042569104,0.998886545738016,"ENSG00000198912",11,"C1orf174","protein_coding","ensembl_havana","chr1:3889125-3900293:-","1"
40.4561660006943,0.0336587599519286,0.364894914036482,0.176184857083593,0.823892509399645,"ENSG00000196581",11,"AJAP1","protein_coding","ensembl_havana","chr1:4654609-4792534:+","1"
74.69279109665,-0.0380510758226936,0.287310961877961,0.146320052615213,0.788725728722023,"ENSG00000131697",18,"NPHP4","protein_coding","ensembl_havana","chr1:5862811-5992473:-","1"
33.1472572709452,-0.0551232390693101,0.406835243058468,0.0803661379591331,NA,"ENSG00000069424",15,"KCNAB2","protein_coding","ensembl_havana","chr1:5990927-6101193:+","1"
1428.34368784541,-0.0604092013412978,0.171337247773221,0.211212771443046,0.85377270739283,"ENSG00000116251",11,"RPL22","protein_coding","ensembl_havana","chr1:6185020-6209389:-","1"
8.66813857237986,0.003217093911227,0.266229118268585,0.857251619856337,NA,"ENSG00000226944",1,"AL031847.1","lncRNA","havana","chr1:6204840-6205780:-","1"
138.05608286346,0.0180848919030405,0.190046090666673,0.470603836429185,0.974479315836233,"ENSG00000158286",13,"RNF207","protein_coding","ensembl_havana","chr1:6205475-6221299:+","1"
1096.11525347721,-0.0563257930609414,0.152095653040172,0.259561888924958,0.883382379204724,"ENSG00000116237",16,"ICMT","protein_coding","ensembl_havana","chr1:6221193-6235972:-","1"
323.372130518345,0.0723648929634029,0.274212664173938,0.0548471138758033,0.606319404220496,"ENSG00000097021",19,"ACOT7","protein_coding","ensembl_havana","chr1:6264269-6394391:-","1"
59.5373364162283,-0.00101619115411607,0.18096885390949,0.96635532674372,0.998886545738016,"ENSG00000069812",11,"HES2","protein_coding","ensembl_havana","chr1:6412418-6424670:-","1"
19.5659062869569,0.00290656268484854,0.238278834121134,0.871261600643738,NA,"ENSG00000171680",22,"PLEKHG5","protein_coding","ensembl_havana","chr1:6466092-6520061:-","1"
255.175339498649,-0.0117691308791974,0.177457089343256,0.665746083638041,0.998886545738016,"ENSG00000162408",11,"NOL9","protein_coding","ensembl_havana","chr1:6521347-6554513:-","1"
299.915356708721,0.0741974448396918,0.22064255355179,0.0824885951182273,0.679463410259139,"ENSG00000204859",13,"ZBTB48","protein_coding","ensembl_havana","chr1:6579994-6589280:+","1"
689.864027769336,0.0280100356484194,0.166526597072332,0.452514039441728,0.965704130747926,"ENSG00000162413",16,"KLHL21","protein_coding","ensembl_havana","chr1:6590724-6614607:-","1"
179.842526071681,0.0306483022933935,0.191487388162923,0.29933386071006,0.909127684207668,"ENSG00000116273",6,"PHF13","protein_coding","ensembl_havana","chr1:6613731-6624030:+","1"
482.100289804997,-0.0586988042770614,0.188871285690533,0.172388503634303,0.816582394263364,"ENSG00000041988",15,"THAP3","protein_coding","ensembl_havana","chr1:6624866-6635586:+","1"
687.245078157402,0.0222638595593038,0.149365751097644,0.590078620354918,0.998886545738016,"ENSG00000007923",16,"DNAJC11","protein_coding","ensembl_havana","chr1:6634168-6701924:-","1"
1038.95095070033,-0.0100631843659229,0.132172439955484,0.815279062699175,0.998886545738016,"ENSG00000171735",19,"CAMTA1","protein_coding","ensembl_havana","chr1:6785454-7769706:+","1"
2339.79942421118,-0.00303727397412023,0.113704994518235,0.945438985327083,0.998886545738016,"ENSG00000049245",13,"VAMP3","protein_coding","ensembl_havana","chr1:7771296-7781432:+","1"
94.7479348741081,0.00144632869263886,0.184748376792314,0.949292072881741,0.998886545738016,"ENSG00000049246",14,"PER3","protein_coding","ensembl_havana","chr1:7784320-7845177:+","1"
90.6290304051286,0.00767113428541033,0.198404772076023,0.709414337283672,0.998886545738016,"ENSG00000049249",9,"TNFRSF9","protein_coding","ensembl_havana","chr1:7915871-7943165:-","1"
7787.6196036418,0.0215209545971119,0.123077717291978,0.634062279171688,0.998886545738016,"ENSG00000116288",13,"PARK7","protein_coding","ensembl_havana","chr1:7954291-7985505:+","1"
12.5415158660533,0.0100138379851745,0.248147179643152,0.592861151630439,NA,"ENSG00000284747",1,"AL034417.5","lncRNA","havana","chr1:7991134-8005312:+","1"
1927.77278523953,0.0212322207350356,0.133597088957277,0.630723588697369,0.998886545738016,"ENSG00000116285",13,"ERRFI1","protein_coding","ensembl_havana","chr1:8004404-8026309:-","1"
21.8747305296009,0.00240589615731643,0.248801804486748,0.892785485151714,NA,"ENSG00000162426",14,"SLC45A1","protein_coding","ensembl_havana","chr1:8317826-8344167:+","1"
233.76956231478,0.0158152495824984,0.161538002423265,0.657940092646371,0.998886545738016,"ENSG00000142599",19,"RERE","protein_coding","ensembl_havana","chr1:8352397-8848921:-","1"
189.564942538459,0.00398785332663797,0.160642465779715,0.90755570346928,0.998886545738016,"ENSG00000234619",1,"RPL7P11","processed_pseudogene","havana","chr1:8750430-8751087:+","1"
76847.9942356593,0.0448640555716979,0.12687290962261,0.358181523899344,0.940031333665532,"ENSG00000074800",16,"ENO1","protein_coding","ensembl_havana","chr1:8861000-8879190:-","1"
19.552366668384,0.0898708205296165,0.629343634419509,0.0401703879325993,NA,"ENSG00000230679",1,"ENO1-AS1","lncRNA","havana","chr1:8878835-8879894:+","1"
27.9772279373474,-0.00507549939651515,0.191175581368347,0.812354101630658,NA,"ENSG00000238249",2,"HMGN2P17","processed_pseudogene","havana","chr1:8893409-8894151:+","1"
148.88930309011,-0.0151159690533167,0.180218467283354,0.57646092088424,0.998886545738016,"ENSG00000180758",12,"GPR157","protein_coding","ensembl_havana","chr1:9100305-9129102:-","1"
285.820669510371,3.26553664267839,1.85015187659802,3.45112637397578e-05,0.0210113576586012,"ENSG00000228526",7,"MIR34AHG","lncRNA","havana","chr1:9148011-9198906:-","1"
27.1897567469074,0.0387728214729722,0.336721649521624,0.140359588384532,NA,"ENSG00000234546",4,"LNCTAM34A","lncRNA","havana","chr1:9182004-9196284:+","1"
1623.9018875323,-0.0144504673831593,0.125624877395076,0.743913642683448,0.998886545738016,"ENSG00000049239",13,"H6PD","protein_coding","ensembl_havana","chr1:9234774-9271337:+","1"
443.109185329051,-0.00772838436117514,0.151199193877249,0.840564341188295,0.998886545738016,"ENSG00000171621",14,"SPSB1","protein_coding","ensembl_havana","chr1:9292894-9369532:+","1"
9.43989723312771,0.00899032573203845,0.308724703373984,0.626471235297421,NA,"ENSG00000284693",1,"LINC02606","lncRNA","havana","chr1:9425094-9440564:-","1"
117.724540597424,-0.0313804858027461,0.182915859395715,0.33109419095608,0.929052546651845,"ENSG00000171612",7,"SLC25A33","protein_coding","ensembl_havana","chr1:9539465-9585173:+","1"
104.949082742966,-0.00137717819167529,0.172881452342004,0.960655327202347,0.998886545738016,"ENSG00000188807",13,"TMEM201","protein_coding","ensembl_havana","chr1:9588911-9614877:+","1"
179.460471315212,-0.00847447989497751,0.169491571487522,0.780654605880853,0.998886545738016,"ENSG00000171608",16,"PIK3CD","protein_coding","ensembl_havana","chr1:9651731-9729114:+","1"
20.2513397932029,-0.0109368210379086,0.278330589816961,0.561352269191789,NA,"ENSG00000231789",2,"PIK3CD-AS2","lncRNA","havana","chr1:9672426-9687555:-","1"
652.614656690964,-0.00860235192047592,0.155654666525774,0.815626485005546,0.998886545738016,"ENSG00000171603",18,"CLSTN1","protein_coding","ensembl_havana","chr1:9728926-9823984:-","1"
29.7030245785508,0.00141783922673021,0.193344073830298,0.945130075853012,NA,"ENSG00000178585",15,"CTNNBIP1","protein_coding","ensembl_havana","chr1:9848276-9910336:-","1"
1071.76495614636,-0.0147199914555603,0.127246668865613,0.73855369191574,0.998886545738016,"ENSG00000162441",12,"LZIC","protein_coding","ensembl_havana","chr1:9922113-9943407:-","1"
9.65358688024001,-0.0140660462103167,0.243407986329216,0.473802851126223,NA,"ENSG00000228150",1,"AL357140.2","lncRNA","havana","chr1:9942923-9949974:+","1"
415.961829666274,-0.0163404330223853,0.159738853763224,0.655130243308285,0.998886545738016,"ENSG00000173614",14,"NMNAT1","protein_coding","ensembl_havana","chr1:9943428-9985501:+","1"
9.95113652316265,-0.000389027228361478,0.27312696727938,0.982560687852214,NA,"ENSG00000162444",12,"RBP7","protein_coding","ensembl_havana","chr1:9997206-10016021:+","1"
84.1339964693408,-0.0393856560812979,0.251928048331993,0.148708951524408,0.790790633406689,"ENSG00000130939",20,"UBE4B","protein_coding","ensembl_havana","chr1:10032832-10181239:+","1"
773.221468787155,-0.0805354549485198,0.233975717507059,0.0637149485901562,0.633380515256292,"ENSG00000054523",17,"KIF1B","protein_coding","ensembl_havana","chr1:10210805-10381603:+","1"
6175.57152659125,0.0280239586964358,0.114467990695569,0.545008431115894,0.996182353729448,"ENSG00000142657",21,"PGD","protein_coding","ensembl_havana","chr1:10398592-10420511:+","1"
75.0210814283698,-0.0170171923199349,0.180765988419915,0.535566525510004,0.99583799512329,"ENSG00000251503",8,"CENPS-CORT","protein_coding","ensembl_havana","chr1:10430102-10452153:+","1"
27.887540789736,-0.014176037782527,0.200779216646902,0.518082898669063,NA,"ENSG00000175279",22,"CENPS","protein_coding","havana","chr1:10430433-10442808:+","1"
1552.45190113141,0.00423623482798361,0.13106463386246,0.921362231228774,0.998886545738016,"ENSG00000160049",12,"DFFA","protein_coding","ensembl_havana","chr1:10456522-10472529:-","1"
42.1774230488629,0.00116318631850571,0.183981407489827,0.959639770626034,0.998886545738016,"ENSG00000142655",13,"PEX14","protein_coding","ensembl_havana","chr1:10472288-10630758:+","1"
23.615789730044,0.00734734289235744,0.210226495960842,0.704166406387175,NA,"ENSG00000130940",15,"CASZ1","protein_coding","ensembl_havana","chr1:10636604-10796650:-","1"
12.6538237863296,-0.057303514823094,0.524903032762161,0.0812375395030616,NA,"ENSG00000175262",14,"C1orf127","protein_coding","ensembl_havana","chr1:10946471-10982037:-","1"
621.445405088369,-0.0247617242800607,0.154200929771677,0.541636977725845,0.996182353729448,"ENSG00000120948",18,"TARDBP","protein_coding","ensembl_havana","chr1:11012344-11025739:+","1"
52.0354350160795,0.00764767185325733,0.183443859715606,0.749457012169198,0.998886545738016,"ENSG00000116649",10,"SRM","protein_coding","ensembl_havana","chr1:11054584-11060020:-","1"
2371.72257936852,0.0927572289800556,0.160782621439149,0.116374023634234,0.751307262770945,"ENSG00000171824",14,"EXOSC10","protein_coding","ensembl_havana","chr1:11066618-11099869:-","1"
476.005241545,0.000100902883634931,0.152061427602002,0.99786708234472,0.999809568715771,"ENSG00000198793",13,"MTOR","protein_coding","ensembl_havana","chr1:11106535-11262551:-","1"
772.096759903275,0.074591810358591,0.216045127928604,0.0880938890946368,0.691467897417152,"ENSG00000120942",13,"UBIAD1","protein_coding","ensembl_havana","chr1:11273206-11296049:+","1"
17.5271800534125,0.00534647043252073,0.240802008741177,0.767881194960653,NA,"ENSG00000204624",8,"DISP3","protein_coding","ensembl_havana","chr1:11479155-11537551:+","1"
506.064798566377,0.0899004944726213,0.204070098031193,0.092089095760564,0.697794160138083,"ENSG00000116661",11,"FBXO2","protein_coding","ensembl_havana","chr1:11637018-11655785:-","1"
42.7400101078656,-0.00659252033657043,0.187806338618308,0.768830724448831,0.998886545738016,"ENSG00000132879",14,"FBXO44","protein_coding","ensembl_havana","chr1:11654375-11663327:+","1"
344.956951732476,-0.00108527055843732,0.165788542347616,0.972671040114676,0.998886545738016,"ENSG00000116663",11,"FBXO6","protein_coding","ensembl_havana","chr1:11664200-11674354:+","1"
1231.9894205567,0.150037893157357,0.237014258358341,0.0342882011463289,0.515525353776147,"ENSG00000116670",15,"MAD2L2","protein_coding","ensembl_havana","chr1:11674480-11691650:-","1"
2170.64011830248,0.0375584717678999,0.12644433270301,0.429170594133293,0.958640387756898,"ENSG00000177674",16,"AGTRAP","protein_coding","ensembl_havana","chr1:11736084-11754802:+","1"
269.802745011664,0.0438661526874771,0.1803095703628,0.257981472727001,0.883382379204724,"ENSG00000177000",13,"MTHFR","protein_coding","ensembl_havana","chr1:11785723-11806455:-","1"
161.03543923806,-0.0401726795430371,0.185193898350488,0.25706393573937,0.882965300207835,"ENSG00000011021",23,"CLCN6","protein_coding","ensembl_havana","chr1:11806096-11848079:+","1"
135.960805149528,0.0550775900737737,0.263325863373587,0.0874263852490969,0.689367175052302,"ENSG00000120937",9,"NPPB","protein_coding","ensembl_havana","chr1:11857464-11858945:-","1"
242.654385885944,0.0269743337057093,0.170273959816944,0.446031445359095,0.961789670849523,"ENSG00000116685",16,"KIAA2013","protein_coding","ensembl_havana","chr1:11919591-11926428:-","1"
